pickup_date,comp_dist_bins,post_treatment_time_dummy,Count
2010-02-19,8.0,1,5063
2010-02-19,16.0,0,2865
2010-02-19,16.0,1,3597
2010-02-19,32.0,0,746
2010-02-19,32.0,1,1266
2010-02-19,33.0,0,12
2010-02-20,0.0,0,230
2010-02-20,0.0,1,231
2010-02-20,0.25,0,404
2010-02-20,0.25,1,646
2010-02-20,0.5,0,2633
2010-02-20,0.5,1,3375
2010-02-20,1.0,0,11363
2010-02-20,1.0,1,14608
2010-02-20,2.0,0,19281
2010-02-20,2.0,1,25137
2010-02-20,4.0,0,14580
2010-02-20,4.0,1,18288
2010-02-20,8.0,0,4843
2010-02-20,8.0,1,5527
2010-02-20,16.0,0,1953
2010-02-20,16.0,1,1953
2010-02-20,32.0,0,671
2010-02-20,32.0,1,958
2010-02-20,33.0,0,8
2010-02-21,0.0,0,204
2010-02-21,0.0,1,301
2010-02-21,0.25,0,360
2010-02-21,0.25,1,538
2010-02-21,0.5,0,2185
2010-02-21,0.5,1,2975
2010-02-21,1.0,0,9554
2010-02-21,1.0,1,13228
2010-02-21,2.0,0,16666
2010-02-21,2.0,1,23217
2010-02-21,4.0,0,12824
2010-02-21,4.0,1,17149
2010-02-21,8.0,0,4548
2010-02-21,8.0,1,5488
2010-02-21,16.0,0,2490
2010-02-21,16.0,1,3169
2010-02-21,32.0,0,737
2010-02-21,32.0,1,1331
2010-02-22,0.0,0,280
2010-02-22,0.0,1,248
2010-02-22,0.25,0,564
2010-02-22,0.25,1,588
2010-02-22,0.5,0,3547
2010-02-22,0.5,1,3814
2010-02-22,1.0,0,14967
2010-02-22,1.0,1,15081
2010-02-22,2.0,0,22845
2010-02-22,2.0,1,21970
2010-02-22,4.0,0,14241
2010-02-22,4.0,1,12882
2010-02-22,8.0,0,4751
2010-02-22,8.0,1,4389
2010-02-22,16.0,0,3015
2010-02-22,16.0,1,2956
2010-02-22,32.0,0,798
2010-02-22,32.0,1,1091
2010-02-22,33.0,0,10
2010-02-22,33.0,1,9
2010-02-23,0.0,0,284
2010-02-23,0.0,1,326
2010-02-23,0.25,0,769
2010-02-23,0.25,1,830
2010-02-23,0.5,0,5450
2010-02-23,0.5,1,5788
2010-02-23,1.0,0,20721
2010-02-23,1.0,1,20930
2010-02-23,2.0,0,28031
2010-02-23,2.0,1,27201
2010-02-23,4.0,0,16162
2010-02-23,4.0,1,15108
2010-02-23,8.0,0,5100
2010-02-23,8.0,1,4920
2010-02-23,16.0,0,2640
2010-02-23,16.0,1,2903
2010-02-23,32.0,0,613
2010-02-23,32.0,1,900
2010-02-24,0.0,0,265
2010-02-24,0.0,1,315
2010-02-24,0.25,0,614
2010-02-24,0.25,1,705
2010-02-24,0.5,0,4376
2010-02-24,0.5,1,4665
2010-02-24,1.0,0,18426
2010-02-24,1.0,1,17497
2010-02-24,2.0,0,26031
2010-02-24,2.0,1,24850
2010-02-24,4.0,0,15677
2010-02-24,4.0,1,14189
2010-02-24,8.0,0,5303
2010-02-24,8.0,1,4670
2010-02-24,16.0,0,2175
2010-02-24,16.0,1,3275
2010-02-24,32.0,0,671
2010-02-24,32.0,1,1131
2010-02-24,33.0,0,4
2010-02-24,33.0,1,14
2010-02-25,0.0,0,287
2010-02-25,0.0,1,298
2010-02-25,0.25,0,717
2010-02-25,0.25,1,727
2010-02-25,0.5,0,4871
2010-02-25,0.5,1,5143
2010-02-25,1.0,0,19061
2010-02-25,1.0,1,18935
2010-02-25,2.0,0,25425
2010-02-25,2.0,1,24238
2010-02-25,4.0,0,14885
2010-02-25,4.0,1,13050
2010-02-25,8.0,0,4753
2010-02-25,8.0,1,4191
2010-02-25,16.0,0,2205
2010-02-25,16.0,1,2515
2010-02-25,32.0,0,617
2010-02-25,32.0,1,1048
2010-02-26,0.0,0,188
2010-02-26,0.0,1,241
2010-02-26,0.25,0,422
2010-02-26,0.25,1,439
2010-02-26,0.5,0,2127
2010-02-26,0.5,1,2438
2010-02-26,1.0,0,9482
2010-02-26,1.0,1,10206
2010-02-26,2.0,0,14073
2010-02-26,2.0,1,15440
2010-02-26,4.0,0,8458
2010-02-26,4.0,1,9182
2010-02-26,8.0,0,2631
2010-02-26,8.0,1,2700
2010-02-26,16.0,0,1230
2010-02-26,16.0,1,2060
2010-02-26,32.0,0,632
2010-02-26,32.0,1,898
2010-02-26,33.0,0,9
2010-02-27,0.0,0,203
2010-02-27,0.0,1,246
2010-02-27,0.25,0,391
2010-02-27,0.25,1,549
2010-02-27,0.5,0,2711
2010-02-27,0.5,1,3328
2010-02-27,1.0,0,11518
2010-02-27,1.0,1,14898
2010-02-27,2.0,0,18235
2010-02-27,2.0,1,24708
2010-02-27,4.0,0,13297
2010-02-27,4.0,1,17132
2010-02-27,8.0,0,4285
2010-02-27,8.0,1,5112
2010-02-27,16.0,0,2189
2010-02-27,16.0,1,2335
2010-02-27,32.0,0,730
2010-02-27,32.0,1,1052
2010-02-27,33.0,1,9
2010-02-28,0.0,0,219
2010-02-28,0.0,1,284
2010-02-28,0.25,0,397
2010-02-28,0.25,1,527
2010-02-28,0.5,0,2395
2010-02-28,0.5,1,3213
2010-02-28,1.0,0,10395
2010-02-28,1.0,1,14622
2010-02-28,2.0,0,16859
2010-02-28,2.0,1,24487
2010-02-28,4.0,0,12288
2010-02-28,4.0,1,17610
2010-02-28,8.0,0,4323
2010-02-28,8.0,1,5571
2010-02-28,16.0,0,2230
2010-02-28,16.0,1,3089
2010-02-28,32.0,0,686
2010-02-28,32.0,1,1173
2010-02-08,33.0,0,10
2010-02-08,33.0,1,12
2010-02-09,33.0,1,5
2010-02-11,33.0,0,8
2010-02-11,33.0,1,8
2010-02-13,33.0,0,5
2010-02-19,33.0,1,13
2010-02-09,33.0,0,5
2010-02-12,33.0,1,12
2010-02-15,33.0,1,7
2010-02-21,33.0,0,9
2010-02-25,33.0,0,8
2010-02-12,33.0,0,13
2010-02-16,33.0,0,11
2010-02-23,33.0,0,11
2010-02-25,33.0,1,7
2010-02-26,33.0,1,9
2010-02-27,33.0,0,8
2010-02-28,33.0,1,11
2010-02-10,33.0,1,4
2010-02-16,33.0,1,7
2010-02-28,33.0,0,6
2010-02-01,0.0,0,114
2010-02-01,0.0,1,130
2010-02-01,0.25,0,248
2010-02-01,0.25,1,284
2010-02-01,0.5,0,2240
2010-02-01,0.5,1,2474
2010-02-01,1.0,0,7835
2010-02-01,1.0,1,7744
2010-02-01,2.0,0,10983
2010-02-01,4.0,1,5845
2010-02-01,8.0,0,2148
2010-02-01,16.0,0,1336
2010-02-01,16.0,1,1263
2010-02-01,32.0,0,254
2010-02-01,32.0,1,445
2010-02-02,0.0,0,96
2010-02-02,0.0,1,121
2010-02-02,0.25,0,245
2010-02-02,0.25,1,283
2010-02-02,0.5,0,2491
2010-02-02,0.5,1,2649
2010-02-02,1.0,0,8529
2010-02-02,4.0,0,6919
2010-02-02,4.0,1,6304
2010-02-02,8.0,0,2206
2010-02-02,8.0,1,2117
2010-02-02,16.0,0,1113
2010-02-02,16.0,1,1364
2010-02-02,32.0,0,202
2010-02-02,32.0,1,388
2010-02-03,0.0,0,101
2010-02-03,0.0,1,126
2010-02-03,0.25,0,255
2010-02-03,0.25,1,286
2010-02-03,0.5,0,2395
2010-02-03,0.5,1,2497
2010-02-03,1.0,0,8536
2010-02-03,1.0,1,8253
2010-02-03,2.0,0,11996
2010-02-03,2.0,1,11281
2010-02-03,4.0,0,6837
2010-02-03,8.0,0,2218
2010-02-03,8.0,1,2015
2010-02-03,16.0,0,1244
2010-02-03,16.0,1,1381
2010-02-03,32.0,0,255
2010-02-03,32.0,1,433
2010-02-04,0.0,0,105
2010-02-04,0.0,1,128
2010-02-04,0.25,0,256
2010-02-04,0.25,1,322
2010-02-04,1.0,1,8675
2010-02-04,8.0,0,2428
2010-02-04,8.0,1,2278
2010-02-04,16.0,0,1126
2010-02-04,16.0,1,1555
2010-02-04,32.0,0,237
2010-02-05,0.0,0,100
2010-02-05,0.0,1,150
2010-02-05,0.25,0,280
2010-02-05,0.25,1,328
2010-02-05,0.5,0,2377
2010-02-05,1.0,1,8647
2010-02-05,8.0,0,2439
2010-02-05,16.0,0,1196
2010-02-05,16.0,1,1578
2010-02-05,32.0,0,310
2010-02-05,32.0,1,603
2010-02-06,0.0,1,96
2010-02-06,0.25,0,173
2010-02-06,0.5,1,2202
2010-02-06,16.0,1,646
2010-02-06,32.0,0,190
2010-02-06,33.0,0,2
2010-02-07,0.0,0,95
2010-02-07,0.25,0,153
2010-02-07,0.5,1,1851
2010-02-07,8.0,0,1873
2010-02-07,16.0,0,854
2010-02-07,32.0,0,255
2010-02-07,32.0,1,494
2010-02-07,33.0,1,4
2010-02-03,33.0,1,3
2010-02-04,33.0,1,3
2010-02-17,33.0,0,5
2010-02-01,33.0,1,6
2010-02-21,33.0,1,5
2010-02-02,33.0,0,4
2010-02-20,33.0,1,5
2010-02-04,33.0,0,1
2010-02-02,33.0,1,3
2010-02-05,33.0,1,3
2010-02-05,33.0,0,1
2010-02-14,33.0,0,5
2010-02-07,33.0,0,1
2010-02-01,33.0,0,2
2010-02-03,33.0,0,1
2010-02-18,33.0,0,7
2010-02-23,33.0,1,5
2010-02-10,33.0,0,2
2010-03-01,0.25,1,260
2010-03-01,0.5,0,2190
2010-03-01,0.5,1,2252
2010-03-01,1.0,0,7179
2010-03-01,1.0,1,7336
2010-03-01,2.0,0,10324
2010-03-01,2.0,1,10022
2010-03-01,4.0,0,6237
2010-03-01,4.0,1,5759
2010-03-01,8.0,1,1994
2010-03-01,16.0,0,1363
2010-03-01,32.0,1,430
2010-03-03,0.25,1,313
2010-03-03,1.0,1,8586
2010-03-04,0.5,0,2555
2010-03-06,2.0,0,9794
2010-03-06,2.0,1,11796
2010-03-07,0.5,0,1343
2010-03-07,0.5,1,1668
2010-03-07,1.0,0,5169
2010-03-07,1.0,1,6569
2010-03-07,2.0,0,8586
2010-03-07,2.0,1,11085
2010-03-07,4.0,0,6302
2010-03-07,4.0,1,8545
2010-03-07,8.0,0,2252
2010-03-07,8.0,1,2613
2010-03-07,16.0,0,1172
2010-03-07,16.0,1,1507
2010-03-08,0.0,0,290
2010-03-08,0.0,1,266
2010-03-08,0.25,0,549
2010-03-08,0.25,1,577
2010-03-08,0.5,0,3494
2010-03-08,0.5,1,3710
2010-03-08,1.0,0,14282
2010-03-08,1.0,1,14367
2010-03-08,2.0,0,22240
2010-03-08,2.0,1,21448
2010-03-08,4.0,0,13795
2010-03-08,4.0,1,13000
2010-03-08,8.0,0,4809
2010-03-08,8.0,1,4443
2010-03-08,16.0,0,3354
2010-03-08,16.0,1,3067
2010-03-08,32.0,0,760
2010-03-08,32.0,1,1128
2010-03-09,0.0,0,275
2010-03-09,0.0,1,261
2010-03-09,0.25,0,553
2010-03-09,0.25,1,657
2010-03-09,0.5,0,3715
2010-03-09,0.5,1,3965
2010-03-09,1.0,0,15766
2010-03-09,1.0,1,16096
2010-03-09,2.0,0,23884
2010-03-09,2.0,1,23682
2010-03-09,4.0,0,14829
2010-03-09,4.0,1,13708
2010-03-09,8.0,0,5104
2010-03-09,8.0,1,4802
2010-03-09,16.0,0,2802
2010-03-09,16.0,1,3205
2010-03-09,32.0,0,609
2010-03-09,32.0,1,991
2010-03-09,33.0,1,6
2010-03-10,0.0,0,298
2010-03-10,0.0,1,272
2010-03-10,0.25,0,602
2010-03-10,0.25,1,672
2010-03-10,0.5,0,3959
2010-03-10,0.5,1,4324
2010-03-10,1.0,0,16091
2010-03-10,1.0,1,16969
2010-03-10,2.0,0,24924
2010-03-10,2.0,1,24291
2010-03-10,4.0,0,15304
2010-03-10,4.0,1,13719
2010-03-10,8.0,0,5242
2010-03-10,8.0,1,4789
2010-03-10,16.0,0,2894
2010-03-10,16.0,1,3577
2010-03-10,32.0,0,669
2010-03-10,32.0,1,1164
2010-03-10,33.0,1,8
2010-03-11,0.0,0,221
2010-03-11,0.0,1,265
2010-03-11,0.25,0,669
2010-03-11,0.25,1,745
2010-03-11,0.5,0,4144
2010-03-11,0.5,1,4488
2010-03-11,1.0,0,17066
2010-03-11,1.0,1,16938
2010-03-11,2.0,0,26214
2010-03-11,2.0,1,25109
2010-03-11,4.0,0,15866
2010-03-11,4.0,1,14340
2010-03-11,8.0,0,5537
2010-03-11,8.0,1,5113
2010-03-11,16.0,0,3140
2010-03-11,16.0,1,3906
2010-03-11,32.0,0,721
2010-03-11,32.0,1,1330
2010-03-12,0.0,0,244
2010-03-12,0.0,1,302
2010-03-12,0.25,0,707
2010-03-12,0.25,1,848
2010-03-12,0.5,0,4303
2010-03-12,0.5,1,5238
2010-03-12,1.0,0,17947
2010-03-12,1.0,1,19563
2010-03-12,2.0,0,26271
2010-03-12,2.0,1,27583
2010-03-12,4.0,0,16202
2010-03-12,4.0,1,15910
2010-03-12,8.0,0,5494
2010-03-12,8.0,1,5216
2010-03-12,16.0,0,2935
2010-03-12,16.0,1,3582
2010-03-12,32.0,0,846
2010-03-12,32.0,1,1283
2010-03-13,0.0,0,218
2010-03-13,0.0,1,257
2010-03-13,0.25,0,621
2010-03-13,0.25,1,984
2010-03-13,0.5,0,4493
2010-03-13,0.5,1,6683
2010-03-13,1.0,0,15961
2010-03-13,1.0,1,23486
2010-03-13,2.0,0,23098
2010-03-13,2.0,1,31901
2010-03-13,4.0,0,16477
2010-03-13,4.0,1,21734
2010-03-13,8.0,0,4942
2010-03-13,8.0,1,6587
2010-03-13,16.0,0,2131
2010-03-13,16.0,1,1961
2010-03-13,32.0,0,707
2010-03-13,32.0,1,821
2010-03-14,0.0,0,208
2010-03-14,0.0,1,301
2010-03-14,0.25,0,401
2010-03-14,0.25,1,644
2010-03-14,0.5,0,2556
2010-03-14,0.5,1,3601
2010-03-14,1.0,0,10015
2010-03-14,1.0,1,15296
2010-03-14,2.0,0,15200
2010-03-14,2.0,1,24544
2010-03-14,4.0,0,11999
2010-03-14,4.0,1,18020
2010-03-14,8.0,0,4387
2010-03-14,8.0,1,5673
2010-03-14,16.0,0,2455
2010-03-14,16.0,1,3169
2010-03-14,32.0,0,896
2010-03-14,32.0,1,1336
2010-03-14,33.0,0,14
2010-03-15,0.0,0,247
2010-03-15,0.0,1,288
2010-03-15,0.25,0,604
2010-03-15,0.25,1,672
2010-03-15,0.5,0,3839
2010-03-15,0.5,1,4360
2010-03-15,1.0,0,15445
2010-03-15,1.0,1,16269
2010-03-15,2.0,0,22723
2010-03-15,2.0,1,22980
2010-03-15,4.0,0,14502
2010-03-15,4.0,1,13420
2010-03-15,8.0,0,5182
2010-03-15,8.0,1,4503
2010-03-15,16.0,0,3389
2010-03-15,16.0,1,3086
2010-03-15,32.0,0,912
2010-03-15,32.0,1,1298
2010-03-15,33.0,1,11
2010-03-16,0.0,0,237
2010-03-16,0.0,1,262
2010-03-16,0.25,0,616
2010-03-16,0.25,1,677
2010-03-16,0.5,0,3928
2010-03-16,0.5,1,4026
2010-03-16,1.0,0,16047
2010-03-16,1.0,1,15516
2010-03-16,2.0,0,24635
2010-03-16,2.0,1,23483
2010-03-16,4.0,0,15458
2010-03-16,4.0,1,14028
2010-03-16,8.0,0,5521
2010-03-16,8.0,1,4782
2010-03-16,16.0,0,3052
2010-03-16,16.0,1,3079
2010-03-16,32.0,0,659
2010-03-16,32.0,1,986
2010-03-17,0.0,0,222
2010-03-17,0.0,1,329
2010-03-17,0.25,0,851
2010-03-17,0.25,1,917
2010-03-17,0.5,0,4107
2010-03-17,0.5,1,4188
2010-03-17,1.0,0,14847
2010-03-17,1.0,1,14462
2010-03-17,2.0,0,21628
2010-03-17,2.0,1,20471
2010-03-17,4.0,0,14246
2010-03-17,4.0,1,12669
2010-03-17,8.0,0,5660
2010-03-17,8.0,1,5124
2010-03-17,16.0,0,3048
2010-03-17,16.0,1,3294
2010-03-17,32.0,0,632
2010-03-17,32.0,1,1141
2010-03-17,33.0,0,9
2010-03-18,0.0,0,263
2010-03-18,0.0,1,234
2010-03-18,0.25,0,642
2010-03-18,0.25,1,749
2010-03-18,0.5,0,3828
2010-03-18,0.5,1,4146
2010-03-18,1.0,0,16063
2010-03-18,1.0,1,16160
2010-03-18,2.0,0,25732
2010-03-18,2.0,1,24837
2010-03-18,4.0,0,16182
2010-03-18,4.0,1,15137
2010-03-18,8.0,0,5881
2010-03-18,8.0,1,5210
2010-03-18,16.0,0,3337
2010-03-18,16.0,1,3805
2010-03-18,32.0,0,730
2010-03-18,32.0,1,1303
2010-03-19,0.0,0,242
2010-03-19,0.0,1,249
2010-03-19,0.25,0,658
2010-03-19,0.25,1,700
2010-03-19,0.5,0,3721
2010-03-19,0.5,1,3935
2010-03-19,1.0,0,15731
2010-03-19,1.0,1,15811
2010-03-19,2.0,0,25638
2010-03-19,2.0,1,25678
2010-03-19,4.0,0,16360
2010-03-19,4.0,1,15604
2010-03-19,8.0,0,5665
2010-03-19,8.0,1,5185
2010-03-19,16.0,0,3280
2010-03-19,16.0,1,3791
2010-03-19,32.0,0,721
2010-03-19,32.0,1,1363
2010-03-20,0.0,0,230
2010-03-20,0.0,1,223
2010-03-20,0.25,0,410
2010-03-20,0.25,1,579
2010-03-20,0.5,0,2426
2010-03-20,0.5,1,3229
2010-03-20,1.0,0,11049
2010-03-20,1.0,1,13652
2010-03-20,2.0,0,20136
2010-03-20,2.0,1,25392
2010-03-20,4.0,0,15023
2010-03-20,4.0,1,19289
2010-03-20,8.0,0,5201
2010-03-20,8.0,1,6169
2010-03-20,16.0,0,2089
2010-03-20,16.0,1,2211
2010-03-20,32.0,0,678
2010-03-20,32.0,1,919
2010-03-20,33.0,1,9
2010-03-21,0.0,0,240
2010-03-21,0.0,1,254
2010-03-21,0.25,0,465
2010-03-21,0.25,1,519
2010-03-21,0.5,0,2266
2010-03-21,0.5,1,2811
2010-03-21,1.0,0,9226
2010-03-21,1.0,1,12481
2010-03-21,2.0,0,16319
2010-03-21,2.0,1,23117
2010-03-21,4.0,0,13489
2010-03-21,4.0,1,17575
2010-03-21,8.0,0,5425
2010-03-21,8.0,1,5945
2010-03-21,16.0,0,2926
2010-03-21,16.0,1,3524
2010-03-21,32.0,0,823
2010-03-21,32.0,1,1444
2010-03-21,33.0,0,11
2010-03-22,0.0,0,230
2010-03-22,0.0,1,299
2010-03-22,0.25,0,571
2010-03-22,0.25,1,605
2010-03-22,0.5,0,3881
2010-03-22,0.5,1,3990
2010-03-22,1.0,0,15817
2010-03-22,1.0,1,15200
2010-03-22,2.0,0,22835
2010-03-22,2.0,1,21615
2010-03-22,4.0,0,14572
2010-03-22,4.0,1,12773
2010-03-22,8.0,0,4768
2010-03-22,8.0,1,4221
2010-03-22,16.0,0,2969
2010-03-22,16.0,1,3204
2010-03-22,32.0,0,970
2010-03-22,32.0,1,1211
2010-03-23,0.0,0,243
2010-03-23,0.0,1,266
2010-03-23,0.25,0,553
2010-03-23,0.25,1,628
2010-03-23,0.5,0,3731
2010-03-23,0.5,1,4052
2010-03-23,1.0,0,15461
2010-03-23,1.0,1,16236
2010-03-23,2.0,0,23883
2010-03-23,2.0,1,23424
2010-03-23,4.0,0,14896
2010-03-23,4.0,1,13956
2010-03-23,8.0,0,4988
2010-03-23,8.0,1,4598
2010-03-23,16.0,0,2982
2010-03-23,16.0,1,3133
2010-03-23,32.0,0,641
2010-03-23,32.0,1,1094
2010-03-24,0.0,0,384
2010-03-24,0.0,1,421
2010-03-24,0.25,0,591
2010-03-24,0.25,1,689
2010-03-24,0.5,0,3748
2010-03-24,0.5,1,4085
2010-03-24,1.0,0,15797
2010-03-24,1.0,1,15660
2010-03-24,2.0,0,24125
2010-03-24,2.0,1,22444
2010-03-24,4.0,0,15103
2010-03-24,4.0,1,13284
2010-03-24,8.0,0,5158
2010-03-24,8.0,1,4600
2010-03-24,16.0,0,2746
2010-03-24,16.0,1,3544
2010-03-24,32.0,0,645
2010-03-24,32.0,1,1095
2010-03-24,33.0,0,11
2010-03-25,0.0,0,265
2010-03-25,0.0,1,351
2010-03-25,0.25,0,552
2010-03-25,0.25,1,731
2010-03-25,0.5,0,3747
2010-03-25,0.5,1,4048
2010-03-25,1.0,0,15553
2010-03-25,1.0,1,15617
2010-03-25,2.0,0,24380
2010-03-25,2.0,1,23688
2010-03-25,4.0,0,15507
2010-03-25,4.0,1,14083
2010-03-25,8.0,0,5505
2010-03-25,8.0,1,4834
2010-03-25,16.0,0,3065
2010-03-25,16.0,1,3806
2010-03-25,32.0,0,782
2010-03-25,32.0,1,1380
2010-03-26,0.0,0,255
2010-03-26,0.0,1,275
2010-03-26,0.25,0,607
2010-03-26,0.25,1,763
2010-03-26,0.5,0,4106
2010-03-26,0.5,1,4452
2010-03-26,1.0,0,16921
2010-03-26,1.0,1,16628
2010-03-26,2.0,0,25141
2010-03-26,2.0,1,24483
2010-03-26,4.0,0,16361
2010-03-26,4.0,1,14766
2010-03-26,8.0,0,5646
2010-03-26,8.0,1,5050
2010-03-26,16.0,0,2935
2010-03-26,16.0,1,3663
2010-03-26,32.0,0,801
2010-03-26,32.0,1,1288
2010-03-27,0.0,0,231
2010-03-27,0.0,1,236
2010-03-27,0.25,0,441
2010-03-27,0.25,1,572
2010-03-27,0.5,0,2629
2010-03-27,0.5,1,3261
2010-03-27,1.0,0,11006
2010-03-27,1.0,1,13847
2010-03-27,2.0,0,18936
2010-03-27,2.0,1,24648
2010-03-27,4.0,0,14783
2010-03-27,4.0,1,17924
2010-03-27,8.0,0,4916
2010-03-27,8.0,1,5576
2010-03-27,16.0,0,2149
2010-03-27,16.0,1,2119
2010-03-27,32.0,0,699
2010-03-27,32.0,1,985
2010-03-27,33.0,1,9
2010-03-28,0.0,0,207
2010-03-28,0.0,1,284
2010-03-28,0.25,0,324
2010-03-28,0.25,1,607
2010-03-28,0.5,0,2197
2010-03-28,0.5,1,3629
2010-03-28,1.0,0,9397
2010-03-28,1.0,1,15138
2010-03-28,2.0,0,16690
2010-03-28,2.0,1,25463
2010-03-28,4.0,0,13137
2010-03-28,4.0,1,18471
2010-03-28,8.0,0,4872
2010-03-28,8.0,1,5972
2010-03-28,16.0,0,2394
2010-03-28,16.0,1,3089
2010-03-28,32.0,0,709
2010-03-28,32.0,1,1413
2010-03-28,33.0,0,8
2010-03-29,0.0,0,218
2010-03-29,0.0,1,295
2010-03-29,0.25,0,539
2010-03-29,0.25,1,654
2010-03-29,0.5,0,3869
2010-03-29,0.5,1,4261
2010-03-29,1.0,0,15635
2010-03-29,1.0,1,16141
2010-03-29,2.0,0,23286
2010-03-29,2.0,1,22971
2010-03-29,4.0,0,14697
2010-03-29,4.0,1,13899
2010-03-29,8.0,0,4953
2010-03-29,8.0,1,4576
2010-03-29,16.0,0,2879
2010-03-29,16.0,1,2806
2010-03-29,32.0,0,758
2010-03-29,32.0,1,1140
2010-03-29,33.0,1,7
2010-03-30,0.0,0,263
2010-03-30,0.0,1,242
2010-03-30,0.25,0,812
2010-03-30,0.25,1,578
2010-03-30,0.5,0,5732
2010-03-30,0.5,1,4113
2010-03-30,1.0,0,20661
2010-03-30,1.0,1,15802
2010-03-30,2.0,0,26664
2010-03-30,2.0,1,22521
2010-03-30,4.0,0,16635
2010-03-30,4.0,1,13549
2010-03-30,8.0,0,5181
2010-03-30,8.0,1,4419
2010-03-30,16.0,0,2373
2010-03-30,16.0,1,2771
2010-03-30,32.0,0,663
2010-03-30,32.0,1,990
2010-03-30,33.0,1,5
2010-03-31,0.0,0,217
2010-03-31,0.0,1,237
2010-03-31,0.25,0,570
2010-03-31,0.25,1,633
2010-03-31,0.5,0,3625
2010-03-31,0.5,1,3922
2010-03-31,1.0,0,15487
2010-03-31,1.0,1,15497
2010-03-31,2.0,0,24311
2010-03-31,2.0,1,23349
2010-03-31,4.0,0,15612
2010-03-31,4.0,1,13991
2010-03-31,8.0,0,5452
2010-03-31,8.0,1,4919
2010-03-31,16.0,0,2637
2010-03-31,16.0,1,3135
2010-03-31,32.0,0,699
2010-03-31,32.0,1,1280
2010-03-31,33.0,1,6
2010-03-08,33.0,1,7
2010-03-11,33.0,0,10
2010-03-14,33.0,1,10
2010-03-25,33.0,1,16
2010-03-27,33.0,0,8
2010-03-28,33.0,1,14
2010-03-31,33.0,0,6
2010-03-12,33.0,0,8
2010-03-18,33.0,1,9
2010-03-19,33.0,0,8
2010-03-21,33.0,1,7
2010-03-08,33.0,0,8
2010-03-12,33.0,1,13
2010-03-15,33.0,0,8
2010-03-20,33.0,0,4
2010-03-22,33.0,1,3
2010-03-23,33.0,1,10
2010-03-16,33.0,1,9
2010-03-17,33.0,1,4
2010-03-19,33.0,1,13
2010-03-26,33.0,1,11
2010-03-11,33.0,1,5
2010-03-25,33.0,0,3
2010-03-13,33.0,0,10
2010-03-13,33.0,1,8
2010-03-24,33.0,1,5
2010-03-29,33.0,0,6
2010-03-30,33.0,0,3
2010-03-23,33.0,0,2
2010-03-26,33.0,0,8
2010-03-18,33.0,0,8
2010-03-01,0.0,0,107
2010-03-01,0.0,1,138
2010-03-01,0.25,0,218
2010-03-01,8.0,0,2163
2010-03-01,16.0,1,1270
2010-03-01,32.0,0,279
2010-03-02,0.0,0,120
2010-03-02,0.0,1,112
2010-03-02,0.25,0,228
2010-03-02,0.25,1,327
2010-03-02,0.5,0,2154
2010-03-02,0.5,1,2501
2010-03-02,1.0,0,7589
2010-03-02,1.0,1,8151
2010-03-02,2.0,0,10893
2010-03-02,2.0,1,11254
2010-03-02,4.0,0,6526
2010-03-02,4.0,1,6447
2010-03-02,8.0,0,2366
2010-03-02,8.0,1,2267
2010-03-02,16.0,0,1044
2010-03-02,16.0,1,1260
2010-03-02,32.0,0,250
2010-03-02,32.0,1,413
2010-03-02,33.0,1,7
2010-03-03,0.0,0,97
2010-03-03,0.0,1,109
2010-03-03,0.25,0,300
2010-03-03,0.5,0,2632
2010-03-03,0.5,1,2631
2010-03-03,1.0,0,8920
2010-03-03,2.0,0,11917
2010-03-03,2.0,1,11501
2010-03-03,4.0,0,7215
2010-03-03,4.0,1,6636
2010-03-03,8.0,0,2414
2010-03-03,8.0,1,2222
2010-03-03,16.0,0,1134
2010-03-03,16.0,1,1323
2010-03-03,32.0,0,260
2010-03-03,32.0,1,421
2010-03-04,0.0,0,118
2010-03-04,0.0,1,117
2010-03-04,0.25,0,258
2010-03-04,0.25,1,306
2010-03-04,0.5,1,2634
2010-03-04,1.0,0,8191
2010-03-04,1.0,1,8461
2010-03-04,2.0,0,11860
2010-03-04,2.0,1,11753
2010-03-04,4.0,0,7391
2010-03-04,4.0,1,6940
2010-03-04,8.0,0,2554
2010-03-04,8.0,1,2384
2010-03-04,16.0,0,1245
2010-03-04,16.0,1,1607
2010-03-04,32.0,0,254
2010-03-04,32.0,1,484
2010-03-05,0.0,0,119
2010-03-05,0.0,1,125
2010-03-05,0.25,0,276
2010-03-05,0.25,1,334
2010-03-05,0.5,0,2336
2010-03-05,0.5,1,2555
2010-03-05,1.0,0,8059
2010-03-05,1.0,1,8487
2010-03-05,2.0,0,11661
2010-03-05,2.0,1,12235
2010-03-05,4.0,0,7439
2010-03-05,4.0,1,7367
2010-03-05,8.0,0,2551
2010-03-05,8.0,1,2473
2010-03-05,16.0,0,1329
2010-03-05,16.0,1,1755
2010-03-05,32.0,0,277
2010-03-05,32.0,1,525
2010-03-05,33.0,0,6
2010-03-05,33.0,1,4
2010-03-06,0.0,0,136
2010-03-06,0.0,1,107
2010-03-06,0.25,0,200
2010-03-06,0.25,1,250
2010-03-06,0.5,0,1658
2010-03-06,0.5,1,1902
2010-03-06,1.0,0,6137
2010-03-06,1.0,1,7160
2010-03-06,4.0,0,7603
2010-03-06,4.0,1,8843
2010-03-06,8.0,0,2372
2010-03-06,8.0,1,2675
2010-03-06,16.0,0,905
2010-03-06,16.0,1,988
